1576.686741,0
1576.691249,0
1576.699086,0
1576.701426,0
1576.708812,0
1576.711253,0
1576.719147,0
1576.72146,0
1576.730353,0
1576.731431,0
1576.739522,0
1576.741635,0
1576.749547,0
1576.751972,0
1576.760374,0
1576.762035,0
1576.771432,0
1576.772471,0
1576.781965,0
1576.782634,0
1576.791552,0
1576.792831,0
1576.802094,0
1576.803199,0
1576.81256,0
1576.813232,0
1576.823671,0
1576.829849,0
1576.833449,0
1576.836399,0
1576.843648,0
1576.844787,0
1576.854126,0
1576.856694,0
1576.864051,0
1576.869136,0
1576.874484,0
1576.879263,0
1576.884646,0
1576.888583,0
1576.894847,0
1576.896658,0
1576.905215,0
1576.910065,0
1576.915248,0
1576.919802,0
1576.925683,0
1576.928269,0
1576.935651,0
1576.940408,0
1576.945663,0
1576.949273,0
1576.955972,0
1576.959717,0
1576.966061,0
1576.970321,0
1576.976497,0
1576.981451,0
1576.986656,0
1576.991965,0
1576.996856,0
1577.00158,0
1577.00723,0
1577.012121,0
1577.017263,0
1577.02426,0
1577.027694,0
1577.033553,0
1577.03748,0
1577.044472,0
1577.047675,0
1577.054125,0
1577.057977,0
1577.065984,0
1577.068078,0
1577.075255,0
1577.07851,0
1577.088165,0
1577.088671,0
1577.09813,0
1577.098972,0
1577.106792,0
1577.109238,0
1577.119274,0
1577.119747,0
1577.129116,0
1577.130401,0
1577.139,0
1577.140556,0
1577.149066,0
1577.150333,0
1577.159787,0
1577.160335,0
1577.170328,0
1577.170638,0
1577.180215,0
1577.180809,0
1577.190578,0
1577.19237,0
1577.2012,0
1577.203651,0
1577.211369,0
1577.213546,0
1577.221285,0
1577.223562,0
1577.231724,0
1577.233976,0
1577.241495,0
1577.244663,0
1577.251698,0
1577.255407,0
1577.262,0
1577.264315,0
1577.272105,0
1577.276795,0
1577.282532,0
1577.289152,0
1577.292502,0
1577.2985,0
1577.302965,0
1577.30858,0
1577.313263,0
1577.318965,0
1577.32331,0
1577.331493,0
1577.333738,0
1577.3394,0
1577.343703,0
1577.34972,0
1577.353965,0
1577.359965,0
1577.364016,0
1577.370491,0
1577.374117,0
1577.380965,0
1577.384551,0
1577.390269,0
1577.39452,0
1577.401278,0
1577.404972,0
1577.412007,0
1577.415277,0
1577.421618,0
1577.42531,0
1577.432164,0
1577.435746,0
1577.443085,0
1577.445714,0
1577.4536,0
1577.45573,0
1577.464839,0
1577.466031,0
1577.474168,0
1577.476126,0
1577.486044,0
1577.48656,0
1577.495303,0
1577.496529,0
1577.506734,0
1577.508306,0
1577.517298,0
1577.518693,0
1577.527331,0
1577.52864,0
1577.537767,0
1577.540567,0
1577.547735,0
1577.547871,0
1577.557965,0
1577.559352,0
1577.568037,0
1577.570538,0
1577.578139,0
1577.581965,0
1577.588572,0
1577.591516,0
1577.598542,0
1577.601067,0
1577.608743,0
1577.610849,0
1577.619305,0
1577.621264,0
1577.629343,0
1577.633546,0
1577.640434,0
1577.643508,0
1577.650206,0
1577.652645,0
1577.660473,0
1577.664455,0
1577.670721,0
1577.674176,0
1577.680272,0
1577.684973,0
1577.690972,0
1577.6965,0
1577.700745,0
1577.705331,0
1577.710965,0
1577.718442,0
1577.721522,0
1577.728629,0
1577.731551,0
1577.73926,0
1577.741991,0
1577.749273,0
1577.751972,0
1577.757822,0
1577.762156,0
1577.769193,0
1577.772269,0
1577.779322,0
1577.78237,0
1577.7897,0
1577.792803,0
1577.799665,0
1577.802774,0
1577.810363,0
1577.812979,0
1577.821323,0
1577.823532,0
1577.832051,0
1577.833564,0
1577.841673,0
1577.844,0
1577.85221,0
1577.853972,0
1577.863449,0
1577.864169,0
1577.873646,0
1577.874663,0
1577.884383,0
1577.886528,0
1577.894278,0
1577.894816,0
1577.904781,0
1577.906516,0
1577.914986,0
1577.915358,0
1577.92535,0
1577.928297,0
1577.935577,0
1577.939116,0
1577.946017,0
1577.948771,0
1577.955985,0
1577.96025,0
1577.966186,0
1577.969575,0
1577.976291,0
1577.979391,0
1577.986393,0
1577.990403,0
1577.996831,0
1578.000965,0
1578.006796,0
1578.009872,0
1578.017001,0
1578.02088,0
1578.027372,0
1578.031565,0
1578.037605,0
1578.041376,0
1578.048028,0
1578.051696,0
1578.057993,0
1578.062236,0
1578.068198,0
1578.072691,0
1578.078496,0
1578.084277,0
1578.088602,0
1578.093696,0
1578.098837,0
1578.104545,0
1578.108809,0
1578.116486,0
1578.11901,0
1578.125346,0
1578.129385,0
1578.138565,0
1578.140492,0
1578.147997,0
1578.150965,0
1578.158965,0.05
1578.16044,0
1578.167605,0.18
1578.170672,0.05
1578.179013,0.32
1578.180965,0.18
1578.189544,0.53
1578.190474,0.32
1578.199203,0.72
1578.201142,0.53
1578.210281,0.84
1578.210972,0.72
1578.220404,0.98
1578.221025,0.84
1578.231392,0.98
1578.23145,1.09
1578.241423,1.09
1578.243779,1.28
1578.252055,1.28
1578.254276,1.56
1578.262018,1.56
1578.264965,1.84
1578.272224,1.84
1578.274423,2.12
1578.282521,2.12
1578.285965,2.43
1578.292625,2.43
1578.299037,2.72
1578.302868,2.72
1578.307965,2.93
1578.312833,2.93
1578.317759,3.1
1578.323032,3.1
1578.328529,3.26
1578.333406,3.26
1578.341376,3.5
1578.343435,3.26
1578.350617,3.79
1578.354073,3.79
1578.359974,4.1
1578.364036,4.1
1578.370242,4.42
1578.374237,4.42
1578.380163,4.74
1578.384541,4.74
1578.391611,5.02
1578.394644,5.02
1578.401282,5.3
1578.405078,5.3
1578.411227,5.6
1578.414848,5.6
1578.4223,5.92
1578.425048,5.6
1578.432426,6.28
1578.435416,6.28
1578.443539,6.65
1578.445448,6.28
1578.454291,7.04
1578.456083,6.65
1578.466051,7.04
1578.466525,7.42
1578.47625,7.42
1578.477097,7.79
1578.48655,7.79
1578.486846,8.14
1578.496651,8.14
1578.497998,8.5
1578.506972,8.5
1578.510187,8.86
1578.516856,8.86
1578.519202,9.25
1578.52706,9.25
1578.528966,9.66
1578.537439,9.66
1578.540575,10.04
1578.547463,10.04
1578.551654,10.41
1578.557965,10.41
1578.561266,10.8
1578.568062,10.8
1578.57155,11.15
1578.578261,11.15
1578.581538,11.48
1578.588565,11.48
1578.591667,11.82
1578.598664,11.82
1578.602044,12.19
1578.609098,12.19
1578.612688,12.55
1578.619063,12.55
1578.625029,12.91
1578.629073,12.91
1578.63432,13.31
1578.639442,13.31
1578.645965,13.69
1578.649474,13.69
1578.655965,14.12
1578.660705,14.12
1578.668205,14.53
1578.67043,14.12
1578.679382,14.93
1578.680649,14.53
1578.688969,15.35
1578.690872,14.93
1578.698605,15.75
1578.701086,15.35
1578.709288,16.2
1578.711332,15.75
1578.718864,16.62
1578.720967,16.2
1578.729259,17.03
1578.731286,16.62
1578.739965,17.45
1578.741658,17.03
1578.750463,17.86
1578.751687,17.45
1578.761537,18.26
1578.762126,17.86
1578.772091,18.26
1578.772738,18.66
1578.78249,18.66
1578.784086,19.08
1578.792786,19.08
1578.794746,19.5
1578.802972,19.5
1578.804682,19.93
1578.813327,19.93
1578.816724,20.34
1578.823294,20.34
1578.825842,20.75
1578.833302,20.75
1578.837376,21.17
1578.843672,21.17
1578.850249,21.59
1578.853705,21.59
1578.858719,22.01
1578.864134,22.01
1578.867258,22.43
1578.874105,22.43
1578.880965,22.87
1578.884505,22.87
1578.891014,23.31
1578.894998,23.31
1578.900845,23.75
1578.904965,23.75
1578.909659,24.19
1578.915343,24.19
1578.921284,24.61
1578.925305,24.61
1578.931155,25.03
1578.935508,25.03
1578.94128,25.46
1578.945682,25.46
1578.951965,25.88
1578.955713,25.88
1578.962488,26.3
1578.966151,26.3
